title,company,location,job_type,posted,category,review,number_of_review,salary,description,url
Backend Software Engineer Intern (Global LIVE Fund Safety) - 2026 Start (BS/MS),TikTok Pte. Ltd.,Singapore,Full time,NOT FOUND,Developers/Programmers (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"ResponsibilitiesWith the enormous growth of live streaming in recent years, our mission is to inspire real-time interactions and help live streamers connect to people from all corners of the globe. We are looking for passionate and talented engineers to join us to build and optimize a real-time, high-performance, large-scale distributed infrastructure for live streaming in TikTok. You will be deeply involved in the developmental lifecycle of critical product features and collaborate closely with product managers to deliver the best live streaming experience for all live streamers and audience alike.About the team TikTok FundSafety team focus has been focusing on all fund related business and make the best user experience to world wild users. Also we are a new and fast growth team.As a member of FundSafety, millions of dollars need to handle correctly every day inside your platform, focus on transaction, settlement/clear, payment domin, take care of the consistency, reconciliation, script-engine etc. In addition, you need follow the business development progress also, understanding business logic details exactly. We are looking for talented individuals to join us for an internship in 2026.Internships at TikTok aim to offer students industry exposure and hands-on experience. Watch your ambitions become reality as your inspiration brings infinite opportunities at TikTok. You will:1. Plan and lead large-scale technical projects, espespecially fund projects, to lay the foundation for the iterative development and scale of early products 2. Align with product and org objectives, coordinate with cross functional teams on delivering key results. 3. Develop robust, efficient technology platform products4. Contribute to engineering strategy, tooling, processes, and culture 5. Research and apply cutting-edge domain and technical knowledge into products 6. Focus on fund related requirements, be responsible for business strong consistency and validityCandidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is applicable to TikTok and its affiliates' jobs globally. Applications will be reviewed on a rolling basis - we encourage you to apply early.Successful candidates must be able to commit to at least 3 months long internship period. Successful candidates must be able to commit to either of the following Internships - From January to June- From May to August (Summer)QualificationsMinimum Qualifications Undergraduate or Postgraduate currently pursuing a Degree/Master in Software Development, Computer Science, Computer Engineering, or a related technical discipline Proficient in at least one of the following languages: Go, Python, Java, C++. Deep understanding of computer architecture, data structures and algorithms in depth knowledge of common databases and messaging frameworks like MySQL/Redis/Kafka Able to work closely with diverse stakeholders and have good communication skills Self-driven, positive, cooperative and willing to keep learning enthusiasm at all times Preferred Qualifications Experience in high scalable, highly available, distributed and mission-critical systems. Large scale client-facing industry project development experience. By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy If you have any questions, please reach out to us at apac-earlycareers@tiktok.com.",https://sg.jobstreet.com/job/86164629?type=standard&ref=search-standalone&origin=cardTitle#sol=6b04c68800401710f1a575e3f20a60b53b89efec
Full Stack Software Engineer Intern,SEOCopilot Pte. Ltd.,"Orchard, Central Region",Full time,NOT FOUND,Developers/Programmers (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"Company SEOCopilot Pte. Ltd. theseocopilot.com Designation Full Stack Software Engineer Intern Date Listed 20 Jul 2025 Job Type Entry Level / Junior Executive, Experienced / Senior Executive Free/ProjPart/TempIntern/TS Job Period Flexible Start, For At Least 3 Months Profession IT / Information Technology Industry Computer and IT Location Name Orchard Road, The Centrepoint, Singapore Address 176 Orchard Rd, Singapore 238843 Map Allowance / Remuneration $800 - 1,500 monthly Company Profile SEOCopilot is a rapidly growing SEO automation platform helping over 1,500+ users and 3,500+ domains improve their search visibility. Our suite of tools helps websites get indexed faster, build quality backlinks, optimize Google Business Profiles, and create effective content strategies. We're on a mission to simplify SEO and help businesses grow their organic traffic on autopilot. Job Description Position Overview We're looking for a talented and motivated Software Engineering Intern to join our development team. In this role, you'll work on enhancing our web applications using React and Python while gaining valuable exposure to SEO and digital marketing concepts. This is an excellent opportunity for someone looking to combine technical skills with practical marketing knowledge in a fast-paced environment. Responsibilities Assist in developing and maintaining our web applications using React.js frontend and Python backend Collaborate with senior engineers on feature implementation and bug fixes Participate in code reviews and technical discussions Help implement UI/UX improvements based on user feedback Assist with the development of SEO tools and automation features Learn about SEO concepts and apply them in technical solutions Write clean, maintainable, and well-documented code Test applications for performance, usability, and reliability Contribute to our internal knowledge base and technical documentation Requirements Experience with React.js and related libraries Working knowledge of Python programming and Django Familiarity with version control systems (Git) Basic understanding of RESTful APIs Knowledge of HTML, CSS, and JavaScript (Next.js) What You'll Learn You will ship features to production that will be used by thousands of businesses Practical application of React and Python in a production environment SEO fundamentals and technical SEO implementation Software development best practices in a professional setting How technical solutions support marketing objectives This position is already closed and no longer available. You may like to view the other latest internships here.",https://sg.jobstreet.com/job/87369005?type=standard&ref=search-standalone&origin=jobCard#sol=d2df64c3fd8fb352015ec3f34d27e0ec8fe503cc
"Software Engineer, Internship",Palantir Technologies,Singapore (Hybrid),Full time,Posted 7d ago,Engineering - Software (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"A World-Changing Company Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more. The Role Software Engineers at Palantir build software at scale to transform how organisations around the world use data. As a Software Engineer Intern, you’ll have an opportunity to grow more quickly than you ever envisioned, as you contribute high-quality code directly to Palantir Gotham, Palantir Foundry, or Palantir Apollo: products that are deployed at some of the most important institutions across the public and private sectors. You'll create features used by research scientists, aerospace engineers, intelligence analysts, and economic forecasters, in countries around the world. Palantir's Product Development organisation is made up of small teams of Software Engineers, each focusing on a specific aspect of a product. For example, you might join a team that builds a Foundry front-end application, or a component of the Gotham release infrastructure. We encourage communication and collaboration among teams to share context, skills, and experience, so you'll learn about many different aspects of each product. Core Responsibilities As a Software Engineer, you are involved throughout the product lifecycle - from idea generation, design, and prototyping to execution and shipping while also being paired with a mentor dedicated to your growth and success. You'll collaborate closely with technical and non-technical counterparts to understand our customers' problems and build products that tackle them. One of the most effective ways to understand what our users need is to meet them. You may receive an opportunity to tour the assembly line at an auto-manufacturer or join a counter-terror analyst at their desk to really understand their mission and difficulties. SWE principles include: • Ownership: We see projects through from beginning to end in spite of obstacles we may encounter. • Collaboration: We work internally with people from a variety of backgrounds — such as other Software Engineers, Product Managers, Designers and Product Reliability Engineers. We also partner with our business development teams (Forward Deployed Engineers, Deployment Strategists) in order to understand and solve our customers' problems. • Trust: We trust each other to effectively handle time and priorities, and don't micromanage. We want people to have the space to think for themselves, while feeling supported by their team. Technologies We Use It doesn’t matter what languages you know when you join us, but it does matter that you can write clean, effective code and learn new languages quickly. Our software is constantly evolving, so we need engineers who can do the same. Alongside peers that bring diverse experience - whether you’re a former university TA, switched to CS recently, or are a hackathon enthusiast — you'll build your skills to apply the best technology to solve a given problem. Right now, we use: • Varying languages, including Java and Go for backend and Typescript for frontend • Open-source technologies like Cassandra, Spark, Elasticsearch, React, and Redux • Industry-standard build tooling, including Gradle, Webpack, and GitHub What We Value Ability to communicate and collaborate with a variety of individuals, including engineers, users and non-technical team members. Willingness to learn and make decisions independently, and the ability to ask questions when needed. What We Require Engineering background in fields such as Computer Science, Mathematics, Software Engineering, and Physics. Familiarity with data structures, storage systems, cloud infrastructure, front-end frameworks, and other technical tools. Experience coding in programming languages, such as Java, C++, Python, JavaScript, or similar languages. Must be planning on graduating in 2027. This should be your final internship before graduating. To apply, please submit the following: An updated resume / CV - please do so in PDF format. Thoughtful responses to our application questions. Palantir is particularly interested in applicants who have a current right to work in Singapore, and we encourage Singapore citizens to apply. Salary The estimated salary range for this position is estimated to be $8,500 SGD/month. Further note that total compensation for this position will be determined by each individual’s relevant qualifications, work experience, skills, and other factors. This estimate excludes the value of any benefits offered; and the potential future value of any long-term incentives. Life at Palantir We want every Palantirian to achieve their best outcomes, that’s why we celebrate individuals’ strengths, skills, and interests, from your first interview to your longterm growth, rather than rely on traditional career ladders. Paying attention to the needs of our community enables us to optimize our opportunities to grow and helps ensure many pathways to success at Palantir. Promoting health and well-being across all areas of Palantirians’ lives is just one of the ways we’re investing in our community. Learn more at Life at Palantir and note that our offerings may vary by region. In keeping consistent with Palantir’s values and culture, we believe employees are “better together” and in-person work affords the opportunity for more creative outcomes. Therefore, we encourage employees to work from our offices to foster connectivity and innovation. Many teams do offer hybrid options (WFH a day or two a week), allowing our employees to strike the right trade-off for their personal productivity. Based on business need, there are a few roles that allow for “Remote” work on an exceptional basis. If you are applying for one of these roles, you must work from the city and or country in which you are employed. If the posting is specified as Onsite, you are required to work from an office. If you want to empower the world's most important institutions, you belong here. Palantir values excellence regardless of background. We are committed to making the application and hiring process accessible to everyone and will provide a reasonable accommodation for those living with a disability. If you need an accommodation for the application or hiring process, please reach out and let us know how we can help.",https://sg.jobstreet.com/job/89719895?type=standard&ref=search-standalone&origin=jobCard#sol=1967833fc6a87d4ed8076dde45f206914dc1276a
Frontend Software Engineer Intern (Trust & Safety) - 2026 Start (BS/MS),TikTok Pte. Ltd.,Singapore,Full time,NOT FOUND,Engineering - Software (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"Responsibilities The Trust and Safety(TnS) platform team is responsible for protecting our users from harmful content and abusive behaviours. With the continuous efforts of our trust and safety platform team, TikTok can provide the best user experience and bring joy to everyone in the world. Our team is responsible for achieving goals by building moderation desktop applications, Low-code engine & platform, and all kinds of supportive platforms across TnS organization. We are looking for talented individuals to join us for an internship in 2026. Internships at TikTok aim to offer students industry exposure and hands-on experience. Watch your ambitions become reality as your inspiration brings infinite opportunities at TikTok. Participate in the development of systems and tools for the content safety workflow, helping to build highly available and intelligent content safety processes. Design and implement robust safety strategies, driving the automation and intelligent upgrade of content governance. Tackle diverse technical challenges across frontend, backend, desktop, and web architectures. Collaborate closely with product, algorithm, and operations teams to drive continuous product innovation and implementation. Contribute to the development of intelligent agents based on large language models (LLMs), continuously optimizing system performance and user experience. Participate in global content governance projects, gaining in-depth understanding of cross-regional and cross-cultural compliance and governance challenges. Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is applicable to TikTok and its affiliates' jobs globally. Applications will be reviewed on a rolling basiswe encourage you to apply early.Successful candidates must be able to commit to at least 3 months long internship period. Successful candidates must be able to commit to either of the following Internships From January to June From May to August (Summer)QualificationsMinimum Qualifications: - Undergraduate or Postgraduate currently pursuing a Degree/Master in Software Development, Computer Science, Computer Engineering, or a related technical discipline - Possess strong learning ability and self-motivation, with a proactive approach to exploring and solving problems.- Demonstrate excellent teamwork and communication skills, and enjoy sharing and growing with others. Preferred Qualification: - Have a strong interest in content safety and governance, and are willing to take on the challenge of building complex systems.By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy. If you have any questions, please reach out to us at apac-earlycareers@tiktok.com",https://sg.jobstreet.com/job/86433299?type=standard&ref=search-standalone&origin=cardTitle#sol=d4bff02ff37730e740909cab6c7462647c2cf3d2
Backend Software Engineer Intern (Platform and Arch) - 2026 Start (BS/MS),TikTok Pte. Ltd.,Singapore,Full time,NOT FOUND,Engineering - Software (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"Responsibilities This position is with the TikTok Server Architecture – Change & Risk Platform Team. The team is dedicated to enhancing the stability and reliability of TikTok’s large-scale system changes through standardization, gray-scale deployment, and automated impact attribution capabilities. Facing massive scenarios of infrastructure upgrades and business-driven changes, we are building industry-leading change management and hosting capabilities to ensure safe, efficient, and intelligent change operations across TikTok’s global services. Our mission is to make change at scale both reliable and autonomous—through change impact analysis, quality inspection, and foundational infrastructure, we aim to enable fully unattended change execution at TikTok. We are looking for talented individuals to join us for an internship in 2026*. Internships at TikTok aim to offer students industry exposure and hands-on experience. Watch your ambitions become reality as your inspiration brings infinite opportunities at TikTok Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is applicable to TikTok and its affiliates' jobs globally. Applications will be reviewed on a rolling basis - we encourage you to apply early. Successful candidates must be able to commit to at least 3 months long internship period. Successful candidates must be able to commit to either of the following Internships - From January to June - From May to August (Summer) Responsibilities: 1. Responsible for change risk prevention and control in TikTok’s international short-video ecosystem. Continuously enhance the standardization rate of core services through change classification and control, build full-link gray-scale and attribution capabilities, and improve anomaly localization efficiency to ensure the continuous decline of change-related incidents. 2. Develop and optimize the unattended change execution platform, including technical architecture design across multiple sub-domains. Enable high-quality and efficient collaboration between domains through scalable change-based capabilities, supporting a wide range of automated change-hosting scenarios across TikTok. 3. Build and enhance change impact analysis and quality inspection capabilities, leveraging large models and algorithmic approaches to improve detection precision and recall, ensuring effective interception of abnormal changes before release. Qualifications Minimum Qualifications: 1. Undergraduate or Postgraduate with a background in Computer Science, Software Engineering, or related fields. 2. Strong fundamentals in computer science, with deep understanding of operating systems, networks, storage, and data structures/algorithms. 3. Proficiency in at least one backend programming language such as Go, C++, Java or Python. 4. Strong analytical and problem-solving skills with excellent communication, teamwork, and a sense of ownership. Preferred Qualification: 1. Experience in distributed systems, large-scale backend development, or change management tools is a plus. By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy If you have any questions, please reach out to us at apac-earlycareers@tiktok.com.",https://sg.jobstreet.com/job/88139876?type=standard&ref=search-standalone&origin=cardTitle#sol=9fde3750e2509c1e24d5bf21fa113d878f04c791
Backend Engineer Intern (TikTok Shop - Europe) - 2026 (BS/MS),TikTok Pte. Ltd.,Singapore,Full time,Posted 1d ago,Engineering - Software (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"Responsibilities About the team The e-commerce industry has seen tremendous growth in recent years and has become a hotly contested space amongst leading Internet companies, and its future growth cannot be underestimated. With millions of loyal users globally, we believe TikTok is an ideal platform to deliver a brand new and better e-commerce experience to our users. We aim to bring discovery, inspiration, and joy back to shopping by making TikTok the commerce channel of choice for merchants, creators, and affiliates. We are looking for passionate and talented people to join our product and operations team, to build an e-commerce ecosystem that is innovative, secure and intuitive for our users and brands. The European E-Commerce team focuses on expanding e-commerce businesses in Europe and new markets. The team collaborates with product and operations teams to set key goals, develop independent product functions, and work with global R&D teams to create systems for European businesses. Building from the ground up, the team offers endless opportunities for growth, working on complex systems and fostering cross-team collaboration. We are looking for talented individuals to join us for an internship in 2026. Internships at TikTok aim to offer students industry exposure and hands-on experience. Watch your ambitions become reality as your inspiration brings infinite opportunities at TikTok. Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is applicable to TikTok and its affiliates' jobs globally. Applications will be reviewed on a rolling basis we encourage you to apply early.Successful candidates must be able to commit to at least 3 months long internship period. Successful candidates must be able to commit to either of the following Internships From January to June From May to August (Summer) Responsibilities Responsible for the development and design of product requirements for the B side business of TikTok Shop. Responsible for the maintenance and iteration of B side related systems, with a strong focus on delivering high-quality code. Participate in code reviews, technical research, and the adoption of new technologies. Adept at cross-team communication and collaboration to ensure smooth project execution. QualificationsMinimum Qualifications - Undergraduate or Postgraduate currently pursuing a Degree/Master in Software Development, Computer Science, Computer Engineering, or a related technical discipline. - Coding experience with a general purpose programming language (ie. Java, C/C++, Go, Python).- Demonstrated knowledge of Redis/MySQL/Elasticsearch/Druid/Spark Streaming. By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy If you have any questions, please reach out to us at apac-earlycareers@tiktok.com",https://sg.jobstreet.com/job/89821753?type=standard&ref=search-standalone&origin=jobCard#sol=452aae7dd201ef92cad76285a465dd43ad41588f
iOS/Android Software Engineer Intern (Global Live Revenue) - 2026 Start (BS/MS),TikTok Pte. Ltd.,Singapore,Full time,NOT FOUND,Developers/Programmers (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"Responsibilities With the enormous growth of live streaming in recent years, our mission is to inspire real-time interactions and help live streamers connect to people from all corners of the globe. We are looking for passionate and talented engineers to join us to build and optimize a real-time, high-performance, large-scale distributed infrastructure for live streaming in TikTok. You will be deeply involved in the developmental lifecycle of critical product features and collaborate closely with product managers to deliver the best live streaming experience for all live streamers and audience alike. TikTok Live client team focus has been focusing on delivery engaging and the best live streaming experience to global users. Our team develop creative and interesting features for streamers and viewers to express themselves and interact with others instantly. We are looking for passionate mobile software engineers to join us in this fast growing industry. We are looking for talented individuals to join us for an internship in 2026. Internships at TikTok aim to offer students industry exposure and hands-on experience. Watch your ambitions become reality as your inspiration brings infinite opportunities at TikTok. Responsibilities: 1. Design, implement the new-user features of our mobile application. 2. Collaborate with the design and product teams to create a world-class mobile experience. 3. Optimize mobile applications and user experience on the Android platforms. 4. Promote robust and maintainable code, clear documentation, and deliver high quality work on a tight schedule. Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is applicable to TikTok and its affiliates' jobs globally. Applications will be reviewed on a rolling basis - we encourage you to apply early. Successful candidates must be able to commit to at least 3 months long internship period. Successful candidates must be able to commit to either of the following Internships - From January to June - From May to August (Summer) Qualifications Minimum Qualifications 1. BS/MS degree in Computer Science or equivalent majors with experience in native Android development. 2. Proficiency in Java or Kotlin. 3. Ability to understand and debug large and complex codebases. 4. Good team communication and collaboration skills. 5. Promote robust and maintainable code, clear documentation, and deliver high quality work on a tight schedule. Preferred Qualification Livestream knowledge is a plus but not mandatory. By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy If you have any questions, please reach out to us at apac-earlycareers@tiktok.com.",https://sg.jobstreet.com/job/86158431?type=standard&ref=search-standalone&origin=jobCard#sol=8abd60d0536acb5ae45cd71c75123d335bc972a1
Cross-Border Payment Software Engineering Intern (Singapore),Tencent International Service Pte. Ltd.,Singapore,Full time,NOT FOUND,New Business Development (Sales),NOT FOUND,NOT FOUND,NOT FOUND,"Business UnitCorporate Development Group (CDG) as the platform for the company's new business incubation and new business exploration, CDG is responsible for promoting development and innovation for important areas such as financial technology and advertising, as well as marketing services, including payment and financial applications. As a professional support platform, CDG also supports the company and various business groups in strategic planning, investments and mergers, investor relations and corporate global communications, marketing and public relations, and more. What the Role Entails Position OverviewTencent is looking for a Cross-Border Payment Software Engineering Intern to join our dynamic fintech team in Singapore. This role offers an exciting opportunity to work with cutting-edge open-source technologies while developing high-performance trading and payment processing systems. You will contribute to real-time data processing, system optimization, and database management, gaining hands-on experience in financial technology and scalable distributed systems. If you are a tech-driven problem solver with a passion for fintech innovation, this internship provides an ideal platform to kickstart your career in financial software engineering. Develop and enhance real-time payment processing systems, working within a lean, high-impact engineering team. Optimize latency-sensitive backend systems using open-source technologies, ensuring seamless integration with order and execution management systems. Identify opportunities for system enhancements, designing and implementing innovative solutions to improve transaction efficiency and latency performance. Develop and maintain market data and transaction databases, supporting research, analytics, and trade execution workflows. Who We Look For Currently pursuing a Bachelor’s or Master’s degree in Computer Science or a related field, with graduation expected between 2025 and 2026. Able to commit to a full-time internship for 6 months from April 2025 onwards. Strong hands-on experience with Java, J2EE, and Spring Boot; prior internship experience in financial software engineering is a plus. Understanding of real-time risk management, concurrent programming, and scalable, high-availability distributed systems. Ability to thrive in a fast-paced environment, working with agile development methodologies and focusing on continuous improvement. Strong ownership mentality, with the ability to collaborate effectively with cross-functional teams and stakeholders. Excellent communication skills in English and Chinese Mandarin to facilitate coordination with China-based stakeholders. #LI-JY1 Equal Employment Opportunity at Tencent As an equal opportunity employer, we firmly believe that diverse voices fuel our innovation and allow us to better serve our users and the community. We foster an environment where every employee of Tencent feels supported and inspired to achieve individual and common goals.",https://sg.jobstreet.com/job/82893030?type=standard&ref=search-standalone&origin=jobCard#sol=3e1ac1ad9aedf87d5c1ae6eac5c5dedf939e4dcf
AI Engineering Undergraduate Intern,Dell,Singapore,Full time,Posted 6d ago,Engineering - Software (Information & Communication Technology),4.3,34 reviews,NOT FOUND,"AI Engineering Intern — CTO AI Centre of Excellence (AI COE) At Dell Technologies, we are always looking for the next generation of innovative thinkers to drive our business forward. As an intern, you will have the opportunity to work on meaningful projects, partner with professionals across the globe while gaining knowledge about our business. At Dell, you are encouraged to be yourself, you will find a culture where differences are celebrated, and diverse ideas are heard and respected. Our mission is to enable the future generation of professionals to create strong networks, achieve critical experiences, and develop core skills that position you for career success. Join us to do the best work of your career and make a profound social impact as a Undergraduate Intern on our Global CTO Team in Singapore. What you’ll achieveAs an Intern Undergraduate, you will gain hands‑on experience with agentic AI and on‑device intelligence on production‑class client platforms.Mentorship from a global CTO engineering team and exposure to customer‑facing POCs in APJ. You will: Build AI assistants that run primarily on device (CPU/GPU/NPU) to improve everyday computer user productivity—design intents include privacy, latency, and power efficiency. Implement agentic workflows (tools, memory, planning) and integrate model APIs to enable autonomous, context‑aware assistance within desktop apps. Develop desktop client features in WPF (.NET) or Electron (JavaScript/TypeScript); contribute UI/UX and instrumentation for real‑world usage. Build or extend backend services that orchestrate models, manage data flows, and support hybrid client–edge–cloud patterns. Evaluate models and experiences; run experiments; profile performance and perf/W; document findings and recommendations. Collaborate with senior engineers and researchers across the global CTO team to deliver proofs‑of‑concept and lighthouse use cases on AI PCs Take the first step towards your dream careerEvery Dell Technologies team member brings something unique to the table. Here’s what we are looking for with this role: Essential Requirements Students (Bachelor’s) in Computer Science, Software Engineering, Electrical/Computer Engineering, Data Science, or related fields who are excited to build practical AI assistants and ship usable software. Experience in WPF application development or Electron app development. Some experience in backend development (e.g., building APIs, services, or microservices). Desirable Requirements Exposure to AI models and agentic model integrations at the API level (e.g., inference APIs, tool‑calling, prompt orchestration). Familiarity with on‑device AI concepts for AI PCs and hybrid client–edge–cloud pipelines (latency, privacy, perf, NPU/GPU acceleration). Working knowledge of C#/.NET (for WPF) or JavaScript/TypeScript (for Electron); Python for prototyping. Comfort with experiment design, telemetry, and performance profiling. Who we are We believe that each of us has the power to make an impact. That’s why we put our team members at the center of everything we do. If you’re looking for an opportunity to grow your career with some of the best minds and most advanced tech in the industry, we’re looking for you. Dell Technologies is a unique family of businesses that helps individuals and organizations transform how they work, live and play. Join us to build a future that works for everyone because Progress Takes All of Us. Application closing date: 31 March 2026 Dell Technologies is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. Read the full Equal Employment Opportunity Policy here. Job ID:R273262",https://sg.jobstreet.com/job/89717894?type=standard&ref=search-standalone&origin=cardTitle#sol=441b8f49a9c895b6f34acdbc6916fa6596a40c77
Web Developer Intern,Allied Container Group,Singapore (Hybrid),Full time,NOT FOUND,Engineering - Software (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"Company Allied Container Group allied.com.sg Designation Web Developer Intern Date Listed 04 Dec 2025 Job Type Entry Level / Junior Executive Intern/TS Job Period Immediate Start, For At Least 3 Months Profession IT / Information Technology Industry Logistics Location Name 20 Penhas Road, Singapore Address 20 Penhas Rd, Singapore 208184 Map Allowance / Remuneration $1,000 - 1,500 monthly Company Profile Allied Container Group is a leading logistics and supply chain management company headquartered in Singapore with offices across APAC and EMEA. With nearly 50 years of experience, we provide comprehensive logistics solutions encompassing trucking, container haulage, depot yard operations, warehousing, distribution, and freight forwarding to businesses of all sizes. Our dedicated in-house tech team leverages technology and artificial intelligence to drive operational improvements and develop innovative software and hardware solutions. As part of the Technology & Operations team, the Web Developer Intern will be working on new or existing enterprise web applications and web services. Job Description Responsibilities Develop, automate and maintain web applications and web services to support business and operational goals while adhering to performance and quality code best practices Work with team members to identify product requirements and define scope, ensure deadlines are met Collaborate with UI/UX team members to ensure consistency in design Document product and project information Prerequisites Hands-on full-stack development experience in React, Laravel, React Native, HTML, CSS, related Javascript / PHP web and mobile frameworks and code versioning tools (e.g. Git, SVN) Good knowledge of databases (e.g. MySQL and others, NoSQL knowledge is a plus) Fundamental understanding of software development lifecycles and appreciation of UI/UX practices Understanding of Cloud services (e.g. AWS, Azure, DigitalOcean) and system testing, automated testing is a plus Interest in software development, automation, artificial intelligence and performing relevant research to solve difficult business problems, able to debug and resolve issues independently Additional Notes This is a full-time hybrid role, applicant must be based in Singapore Team office is in Lavender Application Instructions Please apply for this position by submitting your text CV using InternSG. Kindly note that only shortlisted candidates will be notified. Apply for this position",https://sg.jobstreet.com/job/88965359?type=standard&ref=search-standalone&origin=jobCard#sol=318a0133efbd9c485a24a4c9ceb833ba58169569
"Software Engineer Intern, AI/LLM Initiative",WORLDQUANT (SINGAPORE) PTE. LTD.,Singapore,Full time,Posted 2d ago,Engineering - Software (Information & Communication Technology),NOT FOUND,NOT FOUND,NOT FOUND,"WorldQuant develops and deploys systematic financial strategies across a broad range of asset classes and global markets. We seek to produce high-quality predictive signals (alphas) through our proprietary research platform to employ financial strategies focused on market inefficiencies. Our teams work collaboratively to drive the production of alphas and financial strategies - the foundation of a balanced, global investment platform. WorldQuant is built on a culture that pairs academic sensibility with accountability for results. Employees are encouraged to think openly about problems, balancing intellectualism and practicality. Excellent ideas come from anyone, anywhere. Employees are encouraged to challenge conventional thinking and possess an attitude of continuous improvement. Our goal is to hire the best and the brightest. We value intellectual horsepower first and foremost, and people who demonstrate an outstanding talent. There is no roadmap to future success, so we need people who can help us build it. Project Overview Join our AI/LLM initiative, a pioneering project focused on integrating Large Language Models (LLMs) with WorldQuant's strategy management tools. As an intern, you will contribute to building a platform that offers AI-assisted insights and automates tasks for Portfolio Managers. This is an opportunity to work on foundational infrastructure, data pipelines, and user-facing AI applications. The Role: We are looking for an enthusiastic Intern Software Engineer to support the AI/LLM initiative team. You will assist in various aspects of the software development lifecycle, including development, testing, documentation, and data analysis. A key aspect of this role will involve supporting the deployment of new tools and providing assistance to end-users, particularly Portfolio Managers, during the installation and initial usage phases. This role offers a unique opportunity to gain hands-on experience with Python, API development, financial data systems, tool deployment processes, and cutting-edge AI technologies within a leading quantitative investment firm. Key Responsibilities Assist senior developers in the design, development, and testing of MCP server components and tools using Python. Contribute to the enhancement of existing tools, potentially including our internal command-line data access tools, by addressing smaller bugs or implementing specific features under guidance. Support the development of new MCPs by working on well-defined modules or tasks. Facilitate the deployment of newly developed tools and software packages to user environments. Collaborate with Portfolio Managers and other end-users to guide them through tool installation processes and provide initial user support. Participate in unit testing and integration testing efforts, helping to ensure software quality. Assist in data validation and reconciliation tasks for strategy metrics and features. Help create and update technical documentation for MCPs, related systems, and user guides. Support the investigation of data sources and assist in finalizing data specifications. Collaborate with the team on debugging and troubleshooting technical issues Gain exposure to financial data concepts (PnL, risk) and quantitative trading systems. What You'll Bring: Core Skills: Currently pursuing a Bachelor's or Master's degree in Computer Science, Engineering, Data Science, or a related technical field. Basic to intermediate proficiency in Python programming. Understanding of software development principles and methodologies. Familiarity with data structures and algorithms. Domain-Specific Knowledge (Beneficial but not required, strong willingness to learn is key): Interest in finance, quantitative trading, or financial data. Basic understanding of APIs and data formats like JSON or CSV. Technical Environment Familiarity (Helpful): Experience with Linux or a similar Unix-like operating system. Familiarity with version control systems (e.g., Git). Basic understanding of software deployment concepts. Soft Skills: Strong analytical and problem-solving aptitude. Eagerness to learn and a proactive attitude. Excellent communication and interpersonal skills, with an ability to assist technical and non-technical users. Good teamwork skills. Attention to detail. Internship availability - at least 4 months starting January 2026 By submitting this application, you acknowledge and consent to terms of the WorldQuant Privacy Policy. The privacy policy offers an explanation of how and why your data will be collected, how it will be used and disclosed, how it will be retained and secured, and what legal rights are associated with that data (including the rights of access, correction, and deletion). The policy also describes legal and contractual limitations on these rights. The specific rights and obligations of individuals living and working in different areas may vary by jurisdiction. Copyright © 2025 WorldQuant, LLC. All Rights Reserved. WorldQuant is an equal opportunity employer and does not discriminate in hiring on the basis of race, color, creed, religion, sex, sexual orientation or preference, age, marital status, citizenship, national origin, disability, military status, genetic predisposition or carrier status, or any other protected characteristic as established by applicable law.",https://sg.jobstreet.com/job/89815204?type=standard&ref=search-standalone&origin=jobCard#sol=24a51b83c49c02a5d4a1c5ba6f24d5a46b5905e0
